make,model,year,mileage,fuel_type,engine_capacity,transmission,city,price
Honda,Civic VTi Oriel Prosmatec 1.8 i-VTEC,2013,160000,Petrol,1800,Automatic,Rawalpindi,2990000.0
Toyota,Prius G Touring Selection Leather Package 1.5,2007,160000,Hybrid,1500,Automatic,Peshawar,2980000.0
KIA,Sportage AWD,2021,58000,Petrol,2000,Automatic,Lahore,6750000.0
Hyundai,Sonata N Line 2.5 Turbo,2025,190,Petrol,2500,Automatic,Islamabad,17600000.0
Toyota,Corolla Altis Grande CVT-i 1.8,2020,63680,Petrol,1800,Automatic,Bahawalnagar,5780000.0
Toyota,Corolla 9th (E120) Generation 2.0D Saloon,2004,180000,Diesel,2000,Manual,Rawalpindi,2340000.0
Toyota,Prius S Touring Selection GS 1.8,2013,2,Hybrid,1800,Automatic,Islamabad,4295000.0
Honda,Civic Oriel 1.8 i-VTEC CVT,2018,89000,Petrol,1800,Automatic,Islamabad,5345000.0
Honda,Civic Rebirth VTi Oriel Prosmatec 1.8 i-VTEC,2013,115000,Petrol,1800,Automatic,Islamabad,3525000.0
Suzuki,Alto VXL AGS,2022,40000,Petrol,660,Automatic,Faisalabad,2825000.0
Daihatsu,Mira,2020,20000,Petrol,660,Automatic,Lahore,3095000.0
Honda,BR-V i-VTEC S,2018,60000,Petrol,1500,Automatic,Lahore,4175000.0
BMW,iX xDrive40,2021,12795,Electric,760,Automatic,Lahore,29500000.0
Toyota,Land Cruiser AX,2017,67000,Petrol,4600,Automatic,Lahore,32300000.0
Toyota,Corolla Altis Grande CVT-i 1.8,2019,144763,Petrol,1800,Automatic,Islamabad,5550000.0
Honda,Civic Turbo 1.5 VTEC CVT,2017,53200,Petrol,1500,Automatic,Karachi,4985000.0
Nissan,Dayz,2020,29100,Petrol,660,Automatic,Jhang,3295000.0
Daihatsu,Charade,1988,306000,Petrol,1300,Automatic,Multan,710000.0
Honda,Civic Oriel 1.8 i-VTEC CVT,2021,4900,Petrol,1800,Automatic,Karachi,7200000.0
Honda,Civic Oriel 1.8 i-VTEC CVT,2018,85000,Petrol,1800,Automatic,Lahore,5250000.0
KIA,Sportage FWD,2022,7534,Petrol,2000,Automatic,Lahore,7500000.0
Suzuki,Alto VXR,2022,27000,Petrol,660,Manual,Lahore,2575000.0
Suzuki,Khyber Limited Edition,1999,150000,Petrol,1000,Manual,Karachi,450000.0
Honda,City i-DSI,2006,315000,Petrol,1300,Manual,Lahore,1795000.0
Toyota,Corolla GLi Automatic 1.3 VVTi,2018,43000,Petrol,1300,Automatic,Sargodha,4790000.0
Toyota,Vitz F 1.0,2016,139000,Petrol,1000,Automatic,Multan,2950000.0
Toyota,Fortuner 2.7 G,2018,54755,Petrol,2700,Automatic,Islamabad,12000000.0
Honda,Civic Oriel 1.8 i-VTEC CVT,2019,49000,Petrol,1800,Automatic,Karachi,5575000.0
Toyota,Hilux Double Cab,1996,200000,Diesel,2400,Manual,Islamabad,1735000.0
Suzuki,Every,2012,131836,Petrol,660,Automatic,Islamabad,1850000.0
Suzuki,Alto VXR,2007,65800,Petrol,1000,Manual,Islamabad,1125000.0
Audi,e-tron 50 quattro 230 kW,2021,40812,Electric,60,Automatic,Karachi,20000000.0
Toyota,Corolla GLi 1.3 VVTi,2009,260000,Petrol,1300,Manual,Lahore,2200000.0
Toyota,Fortuner 2.7 G,2018,166000,Petrol,2700,Automatic,Islamabad,12000000.0
Toyota,Cami,2002,88234,Petrol,1300,Automatic,Karachi,1685000.0
KIA,Picanto 1.0 AT,2021,65000,Petrol,1000,Automatic,Lahore,2675000.0
DFSK,Glory 580 Pro,2022,45000,Petrol,1500,Automatic,Lahore,5249000.0
Suzuki,Swift DLX 1.3 Navigation,2017,51000,Petrol,1300,Manual,Karachi,2235000.0
KIA,Sportage AWD,2022,43000,Petrol,2000,Automatic,Multan,7500000.0
Toyota,Corolla 8th (E110) Generation XE-G,2000,240000,Petrol,1300,Manual,Jhang,1280000.0
Toyota,Corolla Altis Automatic 1.6,2019,59000,Petrol,1600,Automatic,Lahore,5200000.0
